14 -12 1210000 -122437123 37740080 $1.21M 122094894
33 -51 1380000 -122406997 37712100 $1.38M 2103827434
34 -51 1380000 -122406776 37712105 $1.38M 2103817280
-11 41 1210000 -122475534 37778328 $1.21M 122107460
22 -5 1380000 -122424148 37744781 $1.38M 2104758437
36 14 1210000 -122403633 37758884 $1.21M 120919447
-7 -14 1210000 -122469379 37738447 $1.21M 122654845
-5 17 1200000 -122465775 37761087 $1.2M 119584452
-8 8 1200000 -122470553 37754529 $1.2M 118604873
26 -4 1190000 -122418805 37745684 $1.19M 122107462
-19 -8 1350000 -122487288 37742699 $1.35M 2110585227
34 -22 1350000 -122406151 37733032 $1.35M 2105337964
12 -58 1350000 -122439360 37706500 $1.35M 2105850931
18 34 1350000 -122430122 37772863 $1.35M 59779280
35 21 1350000 -122404340 37764030 $1.35M 2112617744
20 11 1170000 -122427373 37756366 $1.17M 15146102
31 23 1320000 -122410819 37765531 $1.32M 2103714021
-6 15 1160000 -122466760 37759792 $1.16M 116587656
24 26 1300000 -122421783 37767126 $1.3M 63197148
19 7 1300000 -122429625 37753440 $1.3M 15146566
33 19 1300000 -122408479 37762136 $1.3M 80755226
10 4 1300000 -122442778 37751220 $1.3M 2103350344
28 19 1300000 -122415542 37762290 $1.3M 2103288093
10 7 1300000 -122443233 37753594 $1.3M 2103473023
-17 42 1300000 -122483909 37778961 $1.3M 2103426604
-31 43 1140000 -122505120 37779820 $1.14M 118237717
-9 19 1140000 -122471917 37762480 $1.14M 15102825
27 -8 1280000 -122417402 37742931 $1.28M 15161415
-1 38 1280000 -122459320 37775859 $1.28M 2103484286
42 47 1280000 -122393508 37782356 $1.28M 80752755
-25 14 1100000 -122496447 37759117 $1.1M 15104680
29 -11 1100000 -122413101 37740501 $1.1M 119812405
42 53 1250000 -122393600 37787029 $1.25M 64972535
0 39 1250000 -122457668 37777094 $1.25M 2144093046
30 58 1250000 -122412568 37790348 $1.25M 15068910
-19 17 1250000 -122486839 37760915 $1.25M 15105047
41 -50 1250000 -122395343 37712490 $1.25M 2118705937
-23 21 1090000 -122493586 37763669 $1.09M 15101375
26 -3 1080000 -122418838 37746385 $1.08M 15159971
29 5 1070000 -122413165 37752173 $1.07M 116660520
-5 42 1070000 -122466566 37778638 $1.07M 116587637
0 7 1060000 -122457596 37753925 $1.06M 116660234
28 66 1210000 -122415450 37796145 $1.21M 15066997
-10 52 1810000 -122473511 37785923 $1.81M 15089961
42 52 1060000 -122393836 37786384 $1.06M 117205042
-21 -6 1060000 -122490014 37743976 $1.06M 116587692
-10 12 1060000 -122473855 37757226 $1.06M 116549523
24 -1 1060000 -122422029 37747805 $1.06M 119289957
-3 -29 1060000 -122462015 37727875 $1.06M 15142171
-9 -7 1200000 -122471692 37743826 $1.2M 15120175
31 -3 1200000 -122411296 37746520 $1.2M 15160271
-11 -1 1200000 -122475242 37747715 $1.2M 15118007
30 42 1200000 -122412636 37778706 $1.2M 83152701
-26 20 1200000 -122498271 37763255 $1.2M 15101244
26 32 1200000 -122418855 37771701 $1.2M 64969742
-22 6 1200000 -122491952 37753328 $1.2M 15112977
-26 11 1200000 -122498461 37756595 $1.2M 15108502
30 6 1200000 -122412301 37753120 $1.2M 82785846
-20 -2 1200000 -122489203 37747168 $1.2M 15117473
45 55 1200000 -122389650 37788005 $1.2M 15148669
33 5 1200000 -122407852 37752228 $1.2M 15152416
-9 -1 1200000 -122471328 37747691 $1.2M 15118184
29 56 1200000 -122413375 37788747 $1.2M 2112597188
15 69 1200000 -122434977 37798632 $1.2M 2103288459
-11 -36 1050000 -122474680 37722489 $1.05M 119930617
10 32 1050000 -122442634 37772045 $1.05M 119885932
-9 -14 1200000 -122472491 37738619 $1.2M 15125531
-10 -36 1200000 -122472874 37722635 $1.2M 15197131
23 -4 1200000 -122423465 37745464 $1.2M 2103426944
27 77 1200000 -122416265 37804010 $1.2M 15063642
35 7 1190000 -122404380 37753990 $1.19M 2103799473
11 42 1040000 -122440646 37778968 $1.04M 121819558
46 -17 1180000 -122388359 37736012 $1.18M 2139466701
15 32 1180000 -122434677 37771854 $1.18M 2109050685
39 11 1040000 -122398569 37756715 $1.04M 122756506
35 16 1040000 -122404720 37760125 $1.04M 121908124
-20 46 1030000 -122489406 37782024 $1.03M 122208126
28 7 1030000 -122415518 37753686 $1.03M 122561365
45 44 1160000 -122389635 37780630 $1.16M 53153567
5 -6 1150000 -122450810 37744320 $1.15M 2108383845
-4 -47 1150000 -122463821 37714512 $1.15M 2104387813
32 -13 1150000 -122408729 37739227 $1.15M 2107993162
31 59 1150000 -122410720 37791087 $1.15M 2123155589
8 21 1150000 -122445389 37763897 $1.15M 2103792253
36 21 1150000 -122402984 37764114 $1.15M 89236501
29 70 1150000 -122413687 37798974 $1.15M 2112166492
45 19 1150000 -122389007 37762081 $1.15M 79844844
32 -14 1010000 -122408970 37738880 $1.01M 123028119
31 -13 1000000 -122410987 37739110 $1.0M 121908126
29 -23 997000 -122414172 37731951 $997K 122080398
16 -20 997000 -122433850 37734510 $997K 123028124
9 -44 1100000 -122443920 37716908 $1.1M 15191397
29 -18 1100000 -122413819 37735393 $1.1M 15164105
19 31 1100000 -122429375 37770690 $1.1M 15079392
24 64 1100000 -122421794 37794777 $1.1M 80745431
29 -15 1100000 -122413842 37737893 $1.1M 15163224
13 68 1100000 -122438690 37797495 $1.1M 15071808
32 2 1100000 -122408577 37750351 $1.1M 2140625720
41 45 1100000 -122396231 37781323 $1.1M 80733988
15 14 1100000 -122435696 37758481 $1.1M 2146982180
30 32 1100000 -122411809 37771683 $1.1M 67090363
20 -7 1100000 -122428310 37743354 $1.1M 61325487
24 6 1100000 -122421806 37753036 $1.1M 2116676161
24 6 1100000 -122421815 37753035 $1.1M 64972452
41 35 1100000 -122396240 37773929 $1.1M 96027889
17 5 1100000 -122432499 37752438 $1.1M 61288446
-16 47 1100000 -122483100 37782588 $1.1M 2103534229
-16 47 1100000 -122483096 37782590 $1.1M 15090924
16 31 1100000 -122433667 37771136 $1.1M 119685511
-24 6 1090000 -122494457 37753250 $1.09M 15113076
-31 43 956000 -122505696 37779398 $956K 117444729
39 8 955000 -122399317 37754307 $955K 121912954
30 -14 955000 -122412502 37738506 $955K 119068989
-3 -31 950000 -122463331 37726140 $950K 121998112
-24 -7 949000 -122495384 37743291 $949K 116587693
7 -45 1080000 -122447064 37715822 $1.08M 15191850
-32 -6 943000 -122506640 37744597 $943K 116549524
19 65 932000 -122429800 37795275 $932K 122144435
20 -28 727000 -122427164 37728088 $727K 15167815
45 21 925000 -122389165 37763989 $925K 121915613
32 38 1050000 -122409677 37776125 $1.05M 80736034
18 38 1050000 -122431025 37776444 $1.05M 15078299
-30 40 923000 -122503598 37777508 $923K 116587632
31 16 1050000 -122410597 37759980 $1.05M 80742850
-31 38 922000 -122505499 37776405 $922K 121837184
-12 17 921000 -122476575 37760750 $921K 122101732
-22 13 918000 -122492093 37757709 $918K 15107370
28 71 914000 -122415342 37799873 $914K 122094881
-16 12 903000 -122482380 37757169 $903K 121998110
-5 -29 899000 -122465187 37728055 $899K 119301847
36 43 897000 -122402602 37779904 $897K 122562511
10 -1 895000 -122443480 37748030 $895K 117444732
-24 13 893000 -122494702 37758322 $893K 116587661
13 14 886000 -122437930 37758964 $886K 118570265
-8 -56 1000000 -122470634 37708473 $1M 2117956541
20 5 999000 -122427177 37752319 $999K 82785850
22 59 999000 -122424608 37791564 $999K 15074253
-14 11 877000 -122480202 37756783 $877K 121292374
-12 1 995000 -122476860 37749099 $995K 15115704
-3 -33 995000 -122463337 37725130 $995K 15187234
24 75 995000 -122421076 37803046 $995K 80747967
29 -10 875000 -122413820 37741530 $875K 123028118
-22 -22 989000 -122492082 37732790 $989K 15197703
-9 17 989000 -122471822 37761109 $989K 15105726
25 -66 898000 -122419362 37700805 $898K 117152300
39 9 983000 -122398404 37754979 $983K 15151718
36 41 860000 -122403190 37778373 $860K 121672786
9 -22 860000 -122444888 37732578 $860K 116660257
21 -19 975000 -122426795 37734924 $975K 2103541396
-17 -4 975000 -122483748 37745950 $975K 15119463
37 43 975000 -122401360 37779743 $975K 2104345438
12 19 975000 -122439735 37762487 $975K 15127623
44 47 975000 -122390364 37782575 $975K 59700515
13 43 975000 -122437636 37779738 $975K 2103452948
-29 7 975000 -122502979 37753700 $975K 15110214
11 38 975000 -122440724 37775864 $975K 15085678
-12 14 856000 -122476379 37758820 $856K 15106673
5 29 855000 -122450927 37769760 $855K 89239397
21 47 853000 -122426668 37782389 $853K 121823439
-19 9 969000 -122487600 37755137 $969K 15110822
44 3 850000 -122390790 37750478 $850K 64969763
-17 14 960000 -122483984 37758755 $960K 15107005
30 -14 844000 -122411900 37738610 $844K 119854605
43 -23 842000 -122392786 37731846 $842K 121409489
-20 42 839000 -122488637 37779228 $839K 119883796
-8 -3 839000 -122471062 37746634 $839K 122350643
21 -28 950000 -122425936 37728472 $950K 15167772
36 -43 950000 -122402467 37717756 $950K 15172816
21 2 950000 -122426380 37749910 $950K 15181352
-23 43 950000 -122493678 37779987 $950K 64972337
-5 -57 949000 -122465379 37707498 $949K 15459463
0 -33 949000 -122457884 37724977 $949K 15141020
39 8 949000 -122399305 37754105 $949K 59740781
8 21 949000 -122445401 37764079 $949K 2103792254
33 4 949000 -122407814 37751842 $949K 2111436203
22 30 945000 -122423807 37770222 $945K 2103304789
14 -41 830000 -122436427 37719249 $830K 116660475
30 -19 827000 -122412891 37734575 $827K 119122371
-26 -7 939000 -122498548 37743701 $939K 15121090
26 -67 852000 -122417994 37700608 $852K 121917728
12 -1 822000 -122440095 37747670 $822K 122723867
-24 -65 848000 -122495381 37701677 $848K 116572682
31 54 815000 -122410380 37787825 $815K 15069326
31 -15 803000 -122410499 37737634 $803K 122120101
4 -8 801000 -122452121 37743011 $801K 121706928
-16 -1 801000 -122483225 37747913 $801K 116587684
-18 36 792000 -122485137 37774647 $792K 121912952
12 -61 900000 -122439830 37704334 $900K 15604713
-29 -8 900000 -122502864 37742686 $900K 15121265
27 1 899000 -122417373 37749381 $899K 15180653
-5 -32 899000 -122465791 37725655 $899K 15187206
39 -19 899000 -122399045 37734738 $899K 15158158
13 1 899000 -122438148 37749248 $899K 2103601276
9 -22 899000 -122444589 37732682 $899K 15138509
15 -20 899000 -122435424 37734359 $899K 2103379774
27 -9 899000 -122417617 37742172 $899K 15161369
-11 -9 899000 -122474243 37742350 $899K 15122757
-20 9 899000 -122489092 37755071 $899K 15110808
-23 40 899000 -122493516 37777544 $899K 15095813
-32 37 899000 -122506401 37775546 $899K 15096371
15 9 899000 -122435870 37754964 $899K 64971511
34 41 899000 -122406794 37778339 $899K 67394839
34 42 899000 -122406980 37778620 $899K 2103381664
23 20 899000 -122423510 37763100 $899K 2103530778
24 35 899000 -122421875 37773891 $899K 82785527
14 -39 898000 -122437156 37720634 $898K 15174512
-17 -89 898000 -122484603 37684251 $898K 15470649
-32 18 789000 -122506324 37761375 $789K 15104061
